Provider,Phys_Count,Patient_Count,Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV56141,7,28,54,Outpatient,0,0,1,30,0.56,1.0,405.9259259259259,69,9,19,21,3,1,3,90,93,104,100,89,73,67,88,91,105,No,1.0,0.0,0.0
PRV56142,29,51,82,Both_Service,1,0,0,58,0.71,2.2560975609756095,2062.878048780488,72,26,25,35,5,3,8,130,123,145,136,132,105,100,138,136,157,No,1.0,0.0,0.0
PRV56143,6,24,42,Outpatient,0,0,1,26,0.62,0.047619047619047616,171.1904761904762,72,7,17,18,1,2,3,72,71,78,74,65,55,53,80,75,79,No,0.0,0.0,0.0
PRV56146,4,14,33,Outpatient,0,0,1,24,0.73,2.4242424242424243,653.3333333333334,69,6,8,9,2,1,2,57,62,66,61,52,52,42,56,57,62,No,0.0,0.0,0.0
PRV56147,6,8,12,Both_Service,1,0,0,8,0.67,1.9166666666666667,2171.1666666666665,75,3,5,4,1,2,1,15,21,20,21,19,13,13,24,21,24,No,1.0,0.0,0.0
PRV56148,9,70,206,Outpatient,0,0,1,126,0.61,0.9902912621359223,177.18446601941747,73,31,39,41,9,8,12,345,344,370,339,315,260,278,362,392,394,No,0.0,0.0,1.0
PRV56151,4,42,120,Outpatient,0,0,1,66,0.55,0.9,232.25,72,18,24,36,3,1,2,206,207,230,224,209,176,165,209,218,229,No,0.0,0.0,0.0
PRV56156,16,46,106,Both_Service,1,0,0,74,0.7,1.7641509433962264,749.7735849056604,70,24,22,32,4,2,8,174,165,193,188,160,137,135,174,162,206,No,0.0,0.0,0.0
PRV56157,5,32,51,Outpatient,0,0,1,26,0.51,0.11764705882352941,313.3333333333333,72,8,24,24,3,1,4,85,84,101,91,79,75,66,90,85,97,No,0.0,0.0,0.0
PRV56158,17,24,43,Outpatient,0,0,1,10,0.23,0.23255813953488372,143.72093023255815,71,7,17,13,3,5,3,68,77,81,79,68,62,58,69,80,86,No,0.0,0.0,1.0
PRV56159,2,29,48,Outpatient,0,0,1,36,0.75,0.6666666666666666,244.375,74,9,20,20,2,3,4,86,74,88,84,75,61,65,87,80,93,No,0.0,0.0,0.0
PRV56161,15,37,65,Both_Service,1,0,0,36,0.55,2.723076923076923,2515.0153846153844,73,19,18,28,2,4,3,97,97,124,103,88,77,80,106,111,123,Yes,0.0,0.0,0.0
PRV56164,23,27,41,Outpatient,0,0,1,28,0.68,0.6585365853658537,180.4878048780488,71,10,17,18,1,3,5,71,65,76,70,64,49,54,76,67,80,No,1.0,0.0,1.0
PRV56169,19,17,34,Outpatient,0,0,1,24,0.71,0.5294117647058824,339.70588235294116,78,7,10,11,1,1,4,59,57,67,60,53,43,49,57,53,67,No,2.0,0.0,0.0
PRV56170,11,16,26,Both_Service,1,0,0,16,0.62,2.423076923076923,4634.076923076923,71,3,13,12,1,1,2,37,41,47,48,38,35,33,50,49,49,No,2.0,0.0,0.0
PRV56171,4,12,18,Outpatient,0,0,1,6,0.33,3.388888888888889,82.77777777777777,67,3,9,7,1,2,2,25,28,33,32,29,23,19,33,30,32,No,0.0,0.0,0.0
PRV56173,26,37,67,Both_Service,1,0,0,46,0.69,3.656716417910448,2033.641791044776,70,19,18,29,3,2,3,116,106,117,112,107,88,81,105,113,126,No,3.0,0.0,0.0
PRV56176,5,15,30,Outpatient,0,0,1,18,0.6,2.0,337.6666666666667,72,6,9,10,1,1,3,49,46,58,47,44,42,38,48,43,58,No,1.0,0.0,0.0
PRV56179,3,8,14,Both_Service,1,0,0,12,0.86,6.428571428571429,1541.142857142857,63,3,5,3,2,1,2,19,17,28,22,20,16,16,26,26,23,No,0.0,0.0,0.0
PRV56182,6,44,85,Outpatient,0,0,1,68,0.8,2.3294117647058825,254.8235294117647,71,14,30,29,2,4,9,132,139,147,130,132,118,99,144,136,166,No,1.0,0.0,0.0
PRV56183,4,19,40,Outpatient,0,0,1,34,0.85,2.2,177.0,69,9,10,14,1,3,1,65,54,78,68,65,52,53,74,71,78,No,1.0,0.0,0.0
PRV56187,2,14,24,Outpatient,0,0,1,12,0.5,1.25,263.3333333333333,70,7,7,8,1,2,3,41,46,47,40,37,34,31,41,42,48,No,1.0,0.0,0.0
PRV56191,4,37,92,Outpatient,0,0,1,60,0.65,2.369565217391304,360.54347826086956,68,11,26,23,3,6,5,157,158,174,160,154,125,138,171,162,182,No,2.0,0.0,0.0
PRV56193,4,12,21,Outpatient,0,0,1,14,0.67,0.0,429.04761904761904,74,4,8,9,1,1,1,31,36,37,36,27,23,23,37,39,40,No,2.0,0.0,0.0
PRV56198,2,12,28,Outpatient,0,0,1,14,0.5,0.0,374.2857142857143,70,7,5,7,1,1,3,40,52,52,49,39,34,35,52,56,56,No,1.0,0.0,0.0
PRV56199,1,13,25,Outpatient,0,0,1,18,0.72,0.84,136.8,69,3,10,7,1,2,3,38,46,50,46,32,34,28,39,36,48,No,0.0,0.0,0.0
PRV56200,3,41,108,Outpatient,0,0,1,100,0.93,1.7222222222222223,225.83333333333334,70,18,23,26,3,3,9,170,155,192,176,160,143,124,183,184,206,No,1.0,0.0,0.0
PRV56208,27,66,105,Outpatient,0,0,1,76,0.72,1.3904761904761904,395.7142857142857,73,20,46,53,6,4,3,169,162,191,185,161,128,132,176,185,204,No,2.0,0.0,1.0
PRV56209,115,186,303,Outpatient,0,0,1,228,0.75,1.6204620462046204,332.2112211221122,75,79,107,161,13,4,8,475,458,552,496,479,375,372,523,501,570,No,4.0,0.0,2.0
PRV56210,40,144,246,Both_Service,1,0,0,192,0.78,1.6869918699186992,1960.2357723577236,73,57,87,126,11,3,4,376,370,448,410,365,314,290,403,404,472,No,2.0,0.0,0.0
PRV56213,22,355,1115,Outpatient,0,0,1,944,0.85,1.5461883408071748,248.26008968609867,73,147,208,326,13,11,5,1814,1786,2089,1963,1735,1496,1434,1899,1892,2123,No,0.0,0.0,1.0
PRV56216,61,352,749,Outpatient,0,0,1,536,0.72,1.4686248331108145,338.5981308411215,74,135,217,292,50,7,3,1174,1151,1349,1254,1151,932,909,1300,1232,1440,No,7.0,0.0,1.0
PRV56217,27,37,59,Outpatient,0,0,1,28,0.47,0.4067796610169492,210.16949152542372,74,13,24,28,7,1,1,98,103,113,109,99,76,82,99,104,116,No,1.0,0.0,0.0
PRV56221,49,213,389,Both_Service,1,0,0,168,0.43,1.2802056555269923,788.3239074550129,72,88,125,173,32,6,2,624,627,751,652,620,494,472,641,668,744,No,4.0,0.0,0.0
PRV56232,27,34,48,Outpatient,0,0,1,26,0.54,1.4791666666666667,282.2916666666667,72,15,19,25,6,2,1,68,70,92,87,73,62,62,78,83,89,No,0.0,0.0,0.0
PRV56235,77,153,257,Both_Service,1,0,0,172,0.67,1.8132295719844358,1226.1789883268482,73,65,88,127,23,2,1,395,409,488,442,389,340,314,424,441,488,No,16.0,0.0,1.0
PRV56243,123,604,1352,Both_Service,1,0,0,890,0.66,1.602810650887574,1103.7825443786983,72,261,343,493,86,14,11,2106,2110,2481,2246,2121,1695,1649,2298,2262,2606,No,10.0,0.0,1.0
PRV56248,11,477,1180,Outpatient,0,0,1,492,0.42,1.4483050847457628,318.8728813559322,72,211,266,362,107,7,1,1863,1860,2205,1985,1841,1516,1492,2023,1938,2224,No,0.0,0.0,2.0
PRV56249,34,666,1480,Both_Service,1,0,0,740,0.5,1.6844594594594595,859.8986486486486,71,277,389,522,133,8,3,2354,2329,2751,2546,2309,1911,1861,2476,2482,2807,Yes,2.0,1.0,3.0
PRV56253,29,228,396,Both_Service,1,0,0,170,0.43,2.176767676767677,2260.186868686869,72,90,138,170,53,4,1,630,614,741,664,620,498,500,641,661,752,Yes,1.0,1.0,1.0
PRV56258,46,70,120,Outpatient,0,0,1,100,0.83,1.0166666666666666,394.0833333333333,74,31,39,54,11,3,2,188,184,218,198,187,151,152,209,202,229,No,6.0,0.0,0.0
PRV56259,110,188,292,Both_Service,1,0,0,192,0.66,1.5582191780821917,827.2123287671233,72,69,119,161,25,1,1,445,468,553,494,445,365,348,475,462,545,Yes,4.0,1.0,0.0
PRV56264,27,45,72,Both_Service,1,0,0,42,0.58,3.7222222222222223,4125.416666666667,73,20,25,34,8,2,1,109,101,135,119,106,93,89,135,125,137,No,1.0,0.0,0.0
PRV56268,300,873,1776,Both_Service,1,0,0,1328,0.75,1.6537162162162162,869.731981981982,72,352,521,712,129,21,11,2794,2807,3299,2982,2699,2233,2140,2935,3013,3398,Yes,5.0,1.0,5.0
PRV56349,33,51,73,Both_Service,1,0,0,24,0.33,2.6986301369863015,4810.684931506849,69,17,34,48,1,1,1,118,109,135,115,111,96,92,126,121,141,No,3.0,0.0,0.0
PRV56410,20,172,462,Outpatient,0,0,1,224,0.48,1.2943722943722944,274.24242424242425,73,70,102,153,15,3,1,762,735,840,751,717,583,545,763,771,859,No,6.0,0.0,2.0
PRV56416,53,695,2260,Both_Service,1,0,0,1336,0.59,2.206637168141593,1853.2451327433628,70,310,385,589,98,7,1,3532,3408,4121,3731,3458,2902,2791,3744,3787,4220,Yes,3.0,1.0,4.0
PRV56433,71,114,194,Outpatient,0,0,1,146,0.75,1.6494845360824741,352.21649484536084,72,50,64,98,9,6,1,304,310,347,324,309,242,255,330,328,367,No,2.0,0.0,0.0
PRV56444,250,790,1983,Outpatient,0,0,1,1332,0.67,1.691880988401412,308.2299546142209,71,327,463,686,95,6,3,3204,3072,3710,3315,3033,2524,2462,3268,3293,3800,Yes,8.0,1.0,5.0
PRV56461,74,103,176,Both_Service,1,0,0,122,0.69,1.2329545454545454,955.8409090909091,70,49,54,91,9,1,2,271,273,331,299,269,227,235,299,310,339,No,9.0,0.0,1.0
PRV56478,52,127,197,Both_Service,1,0,0,90,0.46,3.771573604060914,4833.197969543147,73,56,71,103,21,2,1,302,281,362,296,304,240,234,320,311,365,No,4.0,0.0,0.0
PRV56554,28,46,75,Outpatient,0,0,1,54,0.72,0.36,267.46666666666664,73,16,30,31,6,3,6,119,114,142,137,112,95,94,129,131,139,No,3.0,0.0,0.0
PRV56555,17,67,126,Both_Service,1,0,0,114,0.9,6.0396825396825395,7981.269841269841,73,29,38,56,5,2,4,186,188,232,189,191,147,140,206,205,241,No,1.0,0.0,1.0
PRV56556,13,384,1258,Both_Service,1,0,0,758,0.6,1.6828298887122417,1101.5055643879173,72,164,220,316,32,15,21,1985,1906,2264,2053,1907,1593,1514,2056,2119,2384,No,3.0,0.0,2.0
PRV56557,42,57,102,Outpatient,0,0,1,74,0.73,3.2549019607843137,390.7843137254902,69,22,35,45,7,4,1,163,162,185,177,164,133,128,167,171,193,No,1.0,0.0,0.0
PRV56559,22,807,2099,Outpatient,0,0,1,1972,0.94,1.525488327775131,312.1248213434969,72,358,449,655,76,24,52,3379,3255,3911,3561,3246,2663,2551,3573,3465,3963,No,1.0,0.0,2.0
PRV56560,27,919,3332,Both_Service,1,0,0,2038,0.61,2.072328931572629,1479.4483793517406,73,389,530,742,98,26,53,5363,5173,6100,5452,5162,4182,4081,5537,5531,6275,Yes,2.0,1.0,6.0
PRV56562,24,23,47,Both_Service,1,0,0,20,0.43,1.6808510638297873,1801.787234042553,75,10,13,17,1,2,3,66,75,86,86,65,55,55,75,78,83,No,5.0,0.0,1.0
PRV56568,12,55,234,Outpatient,0,0,1,206,0.88,2.5042735042735043,498.3333333333333,72,19,36,47,4,2,2,368,382,416,363,331,289,289,373,355,455,No,5.0,0.0,0.0
PRV56570,23,27,54,Both_Service,1,0,0,48,0.89,1.7962962962962963,5225.407407407408,77,8,19,21,2,1,3,76,73,89,84,75,65,61,87,89,102,No,2.0,0.0,0.0
PRV56572,13,19,32,Outpatient,0,0,1,24,0.75,0.0,189.0625,70,7,12,15,2,1,1,59,51,60,59,51,47,40,54,54,62,No,2.0,0.0,0.0
PRV56574,37,50,91,Both_Service,1,0,0,58,0.64,2.5054945054945055,1985.4285714285713,71,25,25,42,2,3,3,151,137,169,151,146,129,121,154,163,176,No,3.0,0.0,0.0
PRV56575,16,510,1304,Both_Service,1,0,0,948,0.73,1.9179447852760736,1506.9539877300613,73,201,309,406,59,14,31,2036,2066,2409,2138,2048,1662,1616,2248,2206,2457,Yes,1.0,1.0,3.0
PRV56576,3,107,388,Both_Service,1,0,0,308,0.79,1.3994845360824741,277.72680412371136,73,43,64,90,9,5,3,596,612,689,651,605,480,486,678,614,736,No,1.0,0.0,1.0
PRV56577,135,247,446,Both_Service,1,0,0,306,0.69,1.446188340807175,405.82959641255604,72,111,136,208,11,9,19,718,699,823,738,686,567,536,718,752,866,No,6.0,0.0,2.0
PRV56578,44,73,122,Both_Service,1,0,0,82,0.67,1.9262295081967213,1604.1803278688524,73,40,33,59,6,2,6,201,186,217,197,184,156,152,195,202,231,No,3.0,0.0,0.0
PRV56580,99,163,282,Outpatient,0,0,1,194,0.69,1.3581560283687943,320.9929078014184,73,69,94,143,9,5,6,454,457,497,473,458,343,351,454,474,540,No,4.0,0.0,0.0
PRV56583,22,24,42,Both_Service,1,0,0,36,0.86,2.880952380952381,5335.285714285715,72,10,14,19,2,1,2,67,64,74,71,60,52,46,70,73,78,No,1.0,0.0,0.0
PRV56584,11,37,83,Both_Service,1,0,0,56,0.67,0.4457831325301205,879.8313253012049,72,13,24,32,2,1,2,140,128,149,140,132,110,104,140,141,162,No,6.0,0.0,0.0
PRV56587,104,338,681,Both_Service,1,0,0,416,0.61,2.1277533039647576,888.9838472834067,73,146,192,272,30,9,27,1096,1061,1265,1150,1088,873,827,1174,1151,1284,Yes,11.0,1.0,1.0
PRV56588,109,251,411,Both_Service,1,0,0,284,0.69,3.929440389294404,4113.727493917275,73,105,146,190,31,8,22,661,637,745,667,634,532,506,716,672,794,Yes,4.0,1.0,1.0
PRV56589,15,24,37,Both_Service,1,0,0,26,0.7,3.2162162162162162,2200.972972972973,70,7,17,16,2,1,5,57,55,68,62,58,48,46,62,63,70,No,0.0,0.0,1.0
PRV56591,36,87,241,Both_Service,1,0,0,196,0.81,2.120331950207469,1102.1742738589212,73,40,47,73,5,3,6,381,389,442,361,362,306,285,394,372,470,Yes,1.0,1.0,1.0
PRV56592,47,99,193,Both_Service,1,0,0,150,0.78,2.865284974093264,6604.445595854922,73,43,56,81,11,1,6,303,292,344,300,301,232,234,326,315,355,Yes,3.0,1.0,0.0
PRV56594,29,64,118,Outpatient,0,0,1,96,0.81,2.1016949152542375,450.08474576271186,75,25,39,48,10,2,4,182,184,224,200,193,147,145,210,194,226,No,7.0,0.0,0.0
PRV56597,2,110,248,Outpatient,0,0,1,114,0.46,1.6693548387096775,287.5,73,36,74,92,12,1,5,366,381,439,415,355,293,295,427,435,471,No,0.0,0.0,1.0
PRV56598,43,194,369,Outpatient,0,0,1,178,0.48,1.4092140921409213,310.8943089430894,74,72,122,160,19,8,7,563,570,688,608,583,469,459,585,636,692,No,2.0,0.0,2.0
PRV56601,10,31,59,Both_Service,1,0,0,52,0.88,2.847457627118644,328.271186440678,68,14,17,24,4,2,1,92,91,111,113,96,75,70,98,98,116,No,2.0,0.0,0.0
PRV56602,23,49,173,Outpatient,0,0,1,56,0.32,1.8150289017341041,378.84393063583815,72,24,25,39,5,1,4,268,252,307,287,274,218,193,298,287,332,No,4.0,0.0,1.0
PRV56605,4,33,167,Both_Service,1,0,0,118,0.71,1.0838323353293413,452.874251497006,72,8,25,25,4,2,2,287,281,313,282,238,194,200,300,303,332,Yes,1.0,1.0,1.0
PRV56608,48,421,1179,Outpatient,0,0,1,646,0.55,1.6488549618320612,298.99067005937235,73,189,232,362,37,7,15,1840,1816,2195,1921,1849,1516,1437,1996,1984,2226,Yes,3.0,1.0,0.0
PRV56614,14,25,46,Both_Service,1,0,0,40,0.87,4.717391304347826,5493.217391304348,71,12,13,19,3,2,1,72,62,84,59,66,55,50,77,77,88,No,3.0,0.0,0.0
PRV56615,33,98,189,Both_Service,1,0,0,120,0.63,0.9365079365079365,474.8253968253968,74,39,59,76,16,3,3,284,297,350,318,299,243,232,306,327,351,No,5.0,0.0,1.0
PRV56616,4,138,245,Outpatient,0,0,1,138,0.56,1.3061224489795917,205.30612244897958,74,55,83,121,9,4,4,397,377,449,401,384,311,294,414,426,461,Yes,2.0,1.0,0.0
PRV56618,10,98,235,Outpatient,0,0,1,200,0.85,0.7319148936170212,245.82978723404256,73,42,56,83,8,3,4,367,391,436,402,359,296,315,385,423,442,No,2.0,0.0,2.0
PRV56621,63,81,156,Outpatient,0,0,1,130,0.83,2.032051282051282,376.15384615384613,73,35,46,62,10,4,5,243,243,289,237,242,193,186,269,252,288,No,4.0,0.0,0.0
PRV56626,25,67,134,Both_Service,1,0,0,80,0.6,2.0074626865671643,693.1194029850747,75,31,36,56,6,2,3,206,194,239,220,202,164,165,207,223,261,No,3.0,0.0,0.0
PRV56628,40,85,157,Both_Service,1,0,0,112,0.71,1.5605095541401275,1288.7133757961783,75,38,47,65,11,3,6,253,228,294,267,232,200,201,279,254,295,No,1.0,0.0,0.0
PRV56630,44,116,221,Both_Service,1,0,0,124,0.56,2.6515837104072397,3752.995475113122,72,50,66,92,16,3,5,348,338,412,360,324,286,287,357,367,413,Yes,5.0,1.0,0.0
PRV56634,5,123,306,Outpatient,0,0,1,200,0.65,1.2679738562091503,284.281045751634,73,60,63,101,14,2,6,492,474,572,487,453,360,372,489,529,575,No,4.0,0.0,1.0
PRV56637,66,137,237,Outpatient,0,0,1,152,0.64,1.9578059071729959,245.35864978902953,72,49,88,103,10,7,17,387,363,435,393,373,297,294,382,391,445,No,4.0,0.0,1.0
PRV56639,3,39,128,Outpatient,0,0,1,64,0.5,2.390625,514.6875,70,18,21,33,3,1,2,206,196,238,206,197,164,150,220,234,238,No,0.0,0.0,2.0
PRV56643,16,22,43,Both_Service,1,0,0,38,0.88,3.0697674418604652,3530.4651162790697,78,9,13,15,5,1,1,63,66,81,78,68,56,50,77,65,82,No,6.0,0.0,0.0
PRV56647,58,157,275,Both_Service,1,0,0,184,0.67,4.301818181818182,7851.861818181818,74,70,87,125,19,4,9,426,382,506,412,416,318,330,445,447,504,Yes,5.0,1.0,1.0
PRV56648,23,48,74,Outpatient,0,0,1,50,0.68,2.27027027027027,337.8378378378378,73,26,22,37,6,1,4,127,115,137,128,122,91,89,129,129,142,No,0.0,0.0,0.0
PRV56649,9,123,450,Both_Service,1,0,0,368,0.82,2.031111111111111,835.8622222222223,71,47,76,99,19,2,3,725,708,836,772,673,562,553,792,751,858,Yes,0.0,0.0,0.0
PRV56655,31,104,372,Outpatient,0,0,1,242,0.65,1.8602150537634408,291.8279569892473,71,41,63,82,10,6,6,570,563,714,633,602,454,454,591,606,713,No,3.0,0.0,1.0
PRV56656,1,29,60,Outpatient,0,0,1,36,0.6,2.6166666666666667,392.3333333333333,75,10,19,21,5,2,1,95,95,113,102,88,81,77,104,115,118,No,0.0,0.0,0.0
PRV56658,38,69,109,Both_Service,1,0,0,78,0.72,0.8348623853211009,417.9633027522936,73,30,39,56,5,4,4,184,173,194,183,173,135,125,190,181,201,No,3.0,0.0,0.0
PRV56659,3,66,166,Both_Service,1,0,0,50,0.3,1.4939759036144578,281.4698795180723,71,32,34,49,13,2,2,278,262,312,273,264,212,219,303,272,323,No,1.0,0.0,0.0
PRV56663,30,133,330,Both_Service,1,0,0,158,0.48,1.6,684.6909090909091,75,65,68,109,18,2,4,533,531,623,585,558,457,404,548,562,634,No,0.0,0.0,2.0
PRV56671,22,30,59,Both_Service,1,0,0,32,0.54,1.3389830508474576,768.8813559322034,70,14,16,22,4,1,3,86,87,111,108,94,78,63,102,99,115,No,1.0,0.0,0.0
PRV56672,21,70,274,Outpatient,0,0,1,226,0.82,1.7153284671532847,258.978102189781,73,29,41,54,11,2,3,452,440,501,437,446,371,351,481,505,539,No,5.0,0.0,2.0
PRV56675,14,172,490,Outpatient,0,0,1,334,0.68,1.7,304.265306122449,74,73,99,137,23,1,11,747,772,908,867,768,590,615,824,824,917,No,1.0,0.0,0.0
PRV56680,19,32,53,Both_Service,1,0,0,40,0.75,1.9811320754716981,1892.4528301886792,75,12,20,27,3,1,1,89,88,99,96,80,69,66,95,94,100,No,1.0,0.0,1.0
PRV56683,13,143,262,Outpatient,0,0,1,190,0.73,1.2442748091603053,355.6106870229008,74,50,93,112,15,8,8,408,428,500,458,405,352,329,433,446,499,No,7.0,0.0,0.0
PRV56684,60,88,153,Both_Service,1,0,0,122,0.8,1.7450980392156863,1976.9150326797385,73,37,51,73,7,5,3,233,228,285,242,238,195,183,248,241,292,No,6.0,0.0,0.0
PRV56685,25,121,485,Both_Service,1,0,0,162,0.33,1.8969072164948453,1086.0577319587628,71,53,68,97,12,5,7,768,787,922,834,751,576,589,776,790,862,Yes,2.0,1.0,2.0
PRV56689,17,796,2583,Outpatient,0,0,1,1580,0.61,1.4394115369725127,289.89547038327527,73,325,471,650,86,27,33,4200,4027,4720,4388,3980,3353,3157,4299,4321,4892,Yes,1.0,1.0,5.0
PRV56693,24,302,700,Outpatient,0,0,1,654,0.93,1.07,254.24285714285713,72,134,168,251,22,7,22,1129,1116,1308,1166,1054,871,831,1181,1203,1341,No,0.0,0.0,2.0
PRV56701,16,22,35,Both_Service,1,0,0,24,0.69,1.4285714285714286,2053.3142857142857,72,10,12,13,4,2,3,58,51,67,63,51,46,42,55,64,66,No,4.0,0.0,0.0
PRV56703,24,46,79,Both_Service,1,0,0,62,0.78,3.5822784810126582,4212.202531645569,76,18,28,35,8,1,2,136,124,148,131,127,99,97,133,128,153,No,0.0,0.0,0.0
PRV56706,18,144,627,Both_Service,1,0,0,560,0.89,2.212121212121212,1036.3795853269537,71,62,82,118,17,3,6,1014,938,1139,1018,908,779,745,1080,1052,1121,Yes,1.0,1.0,1.0
PRV56710,21,53,99,Both_Service,1,0,0,64,0.65,0.6262626262626263,966.2020202020202,70,24,29,38,6,1,8,167,153,178,168,156,132,127,160,169,184,No,3.0,0.0,0.0
PRV56713,41,141,266,Both_Service,1,0,0,186,0.7,2.1390977443609023,3255.5112781954886,73,56,85,111,16,4,10,407,401,492,458,412,336,315,435,452,493,No,4.0,0.0,0.0
PRV56718,11,77,258,Outpatient,0,0,1,232,0.9,1.0,238.10077519379846,72,25,52,63,9,2,3,401,412,476,435,382,300,290,445,420,474,No,2.0,0.0,0.0
PRV56719,51,57,110,Both_Service,1,0,0,86,0.78,3.2636363636363637,2267.1272727272726,73,23,34,42,6,2,7,190,179,211,186,166,138,135,174,177,212,Yes,1.0,1.0,0.0
PRV56721,8,182,372,Outpatient,0,0,1,340,0.91,1.10752688172043,308.1720430107527,71,75,107,147,20,5,10,601,576,684,610,557,495,466,621,652,710,No,0.0,0.0,2.0
PRV56725,15,132,502,Outpatient,0,0,1,422,0.84,1.1474103585657371,347.0119521912351,73,55,77,112,14,2,4,874,788,939,833,758,676,604,882,839,954,No,0.0,0.0,3.0
PRV56729,44,179,343,Outpatient,0,0,1,248,0.72,1.7317784256559767,334.8396501457726,72,73,106,139,26,8,6,531,561,643,570,509,430,414,583,577,640,No,6.0,0.0,0.0
PRV56730,34,51,81,Both_Service,1,0,0,54,0.67,3.3209876543209877,5443.901234567901,70,25,26,38,6,3,4,126,113,140,129,119,101,99,138,143,151,Yes,5.0,1.0,0.0
PRV56732,20,26,36,Both_Service,1,0,0,16,0.44,2.888888888888889,6065.5,74,9,17,19,2,2,3,52,55,62,55,63,41,44,60,58,68,Yes,3.0,1.0,0.0
PRV56733,9,89,313,Both_Service,1,0,0,230,0.73,0.7795527156549521,679.7316293929713,73,31,58,72,8,4,5,470,491,585,527,479,393,379,494,526,601,No,0.0,0.0,0.0
PRV56735,4,285,591,Outpatient,0,0,1,358,0.61,1.8138747884940778,354.75465313028764,72,106,179,225,30,9,21,958,941,1095,1004,895,732,738,964,992,1111,No,0.0,0.0,1.0
PRV56738,9,300,765,Both_Service,1,0,0,506,0.66,1.65359477124183,545.9738562091503,73,120,180,245,29,9,17,1204,1110,1426,1263,1146,946,902,1274,1186,1418,No,0.0,0.0,0.0
PRV56741,19,25,36,Outpatient,0,0,1,22,0.61,0.05555555555555555,248.33333333333334,73,8,17,21,1,1,2,55,53,69,61,53,52,47,63,59,72,No,1.0,0.0,0.0
PRV56743,24,328,740,Outpatient,0,0,1,694,0.94,1.1905405405405405,313.1216216216216,72,155,173,276,30,5,17,1211,1147,1359,1248,1138,938,893,1277,1232,1401,No,0.0,0.0,0.0
PRV56746,37,42,66,Both_Service,1,0,0,46,0.7,2.5757575757575757,4510.636363636364,73,11,31,34,3,2,3,104,97,126,114,103,75,74,113,111,120,No,3.0,0.0,0.0
PRV56748,12,361,864,Both_Service,1,0,0,802,0.93,2.363425925925926,3314.2986111111113,73,146,215,302,33,8,18,1381,1292,1584,1416,1300,1051,1034,1429,1466,1625,Yes,1.0,1.0,2.0
PRV56749,26,26,47,Both_Service,1,0,0,38,0.81,2.9148936170212765,3957.9574468085107,72,12,14,20,4,1,1,75,75,91,81,70,53,62,84,83,94,No,6.0,0.0,0.0
PRV56751,4,51,132,Both_Service,1,0,0,96,0.73,1.0833333333333333,1335.530303030303,72,23,28,45,4,1,1,231,229,246,238,221,166,151,230,228,259,No,0.0,0.0,0.0
PRV56752,14,24,37,Both_Service,1,0,0,24,0.65,0.8108108108108109,849.8918918918919,77,11,13,17,3,1,3,64,63,68,66,62,55,51,64,63,69,No,2.0,0.0,0.0
PRV56754,33,70,187,Both_Service,1,0,0,156,0.83,1.5935828877005347,779.7219251336899,74,31,39,54,6,3,7,300,287,351,279,303,226,223,326,296,358,No,1.0,0.0,0.0
PRV56755,13,17,27,Both_Service,1,0,0,18,0.67,1.2592592592592593,2220.5185185185187,76,2,15,12,1,1,3,46,45,49,47,44,41,37,40,45,53,No,4.0,0.0,0.0
PRV56758,10,347,844,Outpatient,0,0,1,626,0.74,1.7097156398104265,311.6350710900474,73,147,200,273,47,11,16,1329,1342,1578,1426,1315,1070,1051,1441,1407,1608,No,1.0,0.0,1.0
PRV56760,8,403,958,Outpatient,0,0,1,630,0.66,1.5260960334029228,302.2546972860125,73,158,245,333,40,10,20,1493,1467,1740,1610,1443,1269,1192,1589,1613,1824,No,1.0,0.0,2.0
PRV56762,14,35,59,Both_Service,1,0,0,40,0.68,0.576271186440678,334.8474576271187,76,15,20,29,2,3,1,93,97,102,99,97,70,72,87,105,114,No,0.0,0.0,0.0
PRV56764,41,139,251,Both_Service,1,0,0,100,0.4,1.9442231075697212,560.5816733067729,74,51,88,114,14,2,9,396,377,476,442,381,313,318,416,431,483,No,4.0,0.0,0.0
PRV56769,21,21,43,Both_Service,1,0,0,40,0.93,1.5813953488372092,1825.906976744186,74,12,9,17,1,2,1,75,70,80,70,71,53,52,79,68,76,No,2.0,0.0,0.0
PRV56773,10,33,62,Both_Service,1,0,0,38,0.61,1.596774193548387,1659.516129032258,71,17,16,24,4,1,4,99,92,115,107,99,78,73,105,113,118,No,2.0,0.0,1.0
PRV56778,32,38,58,Both_Service,1,0,0,40,0.69,2.8620689655172415,3535.5172413793102,74,15,23,32,2,1,3,98,87,106,91,90,75,71,102,95,105,No,4.0,0.0,0.0
PRV56782,19,109,417,Outpatient,0,0,1,258,0.62,2.028776978417266,346.1870503597122,73,48,61,87,15,2,5,635,695,749,699,592,513,534,673,694,785,No,2.0,0.0,4.0
