Provider,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV56483,1.0,0.0,0.0
PRV56475,4.0,0.0,0.0
PRV56471,2.0,0.0,0.0
PRV51767,1.0,0.0,0.0
PRV55209,1.0,1.0,3.0
PRV52999,2.0,0.0,0.0
PRV56628,1.0,0.0,0.0
PRV57122,2.0,0.0,0.0
PRV57104,2.0,1.0,2.0
PRV57099,1.0,0.0,0.0
PRV51200,1.0,0.0,0.0
PRV52051,2.0,0.0,0.0
PRV52903,3.0,1.0,0.0
PRV55061,9.0,0.0,0.0
PRV54677,1.0,0.0,0.0
PRV52648,1.0,1.0,5.0
PRV57325,2.0,0.0,0.0
PRV57304,2.0,0.0,1.0
PRV54217,5.0,0.0,0.0
PRV54319,2.0,0.0,0.0
PRV54323,2.0,1.0,0.0
PRV52450,1.0,0.0,1.0
PRV56728,2.0,0.0,0.0
PRV56691,2.0,0.0,0.0
PRV54713,1.0,0.0,0.0
PRV51272,1.0,0.0,0.0
PRV51305,1.0,0.0,0.0
PRV54334,3.0,0.0,0.0
PRV52113,2.0,0.0,0.0
PRV52501,4.0,0.0,0.0
PRV55842,4.0,1.0,0.0
PRV55862,3.0,0.0,0.0
PRV51052,2.0,1.0,0.0
PRV53365,2.0,0.0,0.0
PRV57011,3.0,0.0,0.0
PRV56928,3.0,0.0,0.0
PRV56671,1.0,0.0,0.0
PRV55352,1.0,0.0,0.0
PRV52007,1.0,0.0,0.0
PRV53724,2.0,0.0,0.0
PRV57278,2.0,0.0,0.0
PRV51671,1.0,0.0,0.0
PRV51990,1.0,0.0,0.0
PRV55732,1.0,0.0,1.0
PRV56348,6.0,0.0,0.0
PRV56344,2.0,0.0,0.0
PRV56381,2.0,0.0,0.0
PRV55088,1.0,0.0,0.0
PRV51261,3.0,0.0,0.0
PRV51315,1.0,0.0,0.0
PRV51634,2.0,0.0,0.0
PRV57691,1.0,0.0,0.0
PRV56021,6.0,0.0,0.0
PRV51721,1.0,0.0,0.0
PRV55059,2.0,0.0,1.0
PRV51996,3.0,0.0,0.0
PRV53484,2.0,0.0,0.0
PRV55580,2.0,0.0,0.0
PRV55530,2.0,0.0,1.0
PRV54107,3.0,0.0,0.0
PRV52100,3.0,1.0,0.0
PRV57314,2.0,0.0,0.0
PRV52420,2.0,1.0,0.0
PRV52640,1.0,0.0,0.0
PRV52647,2.0,0.0,0.0
PRV53159,2.0,0.0,0.0
PRV53166,5.0,0.0,0.0
PRV53096,4.0,0.0,1.0
PRV55272,1.0,0.0,1.0
PRV56598,2.0,0.0,2.0
PRV52062,3.0,0.0,0.0
PRV52240,4.0,0.0,1.0
PRV52228,3.0,0.0,0.0
PRV57263,2.0,0.0,0.0
PRV57272,2.0,0.0,0.0
PRV52701,1.0,0.0,0.0
PRV57533,1.0,0.0,1.0
PRV52399,2.0,0.0,0.0
PRV53208,3.0,1.0,0.0
PRV54611,2.0,0.0,0.0
PRV51308,2.0,0.0,0.0
PRV51329,1.0,0.0,0.0
PRV51440,3.0,0.0,1.0
PRV54946,8.0,0.0,0.0
PRV55458,2.0,0.0,0.0
PRV53085,3.0,0.0,0.0
PRV53029,2.0,0.0,0.0
PRV51773,1.0,0.0,0.0
PRV51609,3.0,0.0,0.0
PRV52309,2.0,0.0,0.0
PRV52954,1.0,0.0,0.0
PRV57740,1.0,0.0,0.0
PRV53437,1.0,0.0,0.0
PRV51376,2.0,0.0,0.0
PRV56551,2.0,0.0,0.0
PRV57107,3.0,0.0,0.0
PRV57128,1.0,0.0,0.0
PRV52610,1.0,0.0,0.0
PRV56588,4.0,1.0,1.0
PRV56557,1.0,0.0,0.0
PRV54187,1.0,0.0,0.0
PRV54177,1.0,0.0,0.0
PRV54127,2.0,0.0,0.0
PRV54142,2.0,0.0,0.0
PRV54479,2.0,0.0,0.0
PRV52022,2.0,0.0,0.0
PRV51045,1.0,0.0,0.0
PRV51030,7.0,0.0,0.0
PRV54591,3.0,0.0,0.0
PRV57657,2.0,0.0,1.0
PRV53675,2.0,0.0,0.0
PRV52306,5.0,0.0,0.0
PRV52929,3.0,0.0,0.0
PRV56960,6.0,0.0,0.0
PRV56568,5.0,0.0,0.0
PRV51963,1.0,0.0,0.0
PRV52179,2.0,0.0,1.0
PRV52097,2.0,0.0,0.0
PRV53696,3.0,0.0,0.0
PRV54134,3.0,0.0,0.0
PRV53754,2.0,0.0,0.0
PRV52855,1.0,0.0,0.0
PRV52823,1.0,0.0,0.0
PRV56850,1.0,0.0,0.0
PRV56643,6.0,0.0,0.0
PRV52209,2.0,0.0,0.0
PRV52231,2.0,0.0,0.0
PRV55197,4.0,0.0,0.0
PRV51484,7.0,0.0,1.0
PRV51799,1.0,0.0,0.0
PRV55176,1.0,0.0,0.0
PRV53548,2.0,0.0,0.0
PRV53176,2.0,0.0,0.0
PRV57598,3.0,0.0,0.0
PRV57518,3.0,0.0,0.0
PRV51892,1.0,0.0,0.0
PRV56907,1.0,0.0,0.0
PRV51786,1.0,0.0,0.0
PRV51008,1.0,0.0,0.0
PRV51311,2.0,0.0,1.0
PRV51297,1.0,0.0,0.0
PRV51966,2.0,0.0,0.0
PRV51965,1.0,0.0,0.0
PRV53252,3.0,0.0,0.0
PRV51048,3.0,0.0,0.0
PRV51032,2.0,0.0,0.0
PRV56602,4.0,0.0,1.0
PRV56584,6.0,0.0,0.0
PRV54998,7.0,1.0,0.0
PRV53281,1.0,0.0,0.0
PRV53282,2.0,0.0,0.0
PRV56004,2.0,0.0,0.0
PRV52818,3.0,0.0,0.0
PRV51178,1.0,1.0,0.0
PRV57262,1.0,0.0,0.0
PRV52026,1.0,0.0,0.0
PRV51226,1.0,0.0,0.0
PRV51230,1.0,0.0,0.0
PRV52412,1.0,0.0,0.0
PRV56368,1.0,0.0,0.0
PRV54427,2.0,0.0,0.0
PRV53148,5.0,0.0,0.0
PRV51488,2.0,0.0,0.0
PRV57351,1.0,0.0,0.0
PRV52507,2.0,0.0,0.0
PRV52934,2.0,0.0,0.0
PRV57056,1.0,0.0,0.0
PRV56830,1.0,0.0,0.0
PRV55832,4.0,0.0,1.0
PRV55820,1.0,0.0,0.0
PRV52996,3.0,0.0,0.0
PRV51288,1.0,0.0,0.0
PRV52201,1.0,0.0,0.0
PRV52082,1.0,0.0,0.0
PRV51679,2.0,0.0,0.0
PRV51608,1.0,0.0,1.0
PRV51568,1.0,0.0,0.0
PRV54581,4.0,0.0,0.0
PRV56477,3.0,0.0,0.0
PRV57230,3.0,1.0,1.0
PRV51778,2.0,0.0,0.0
PRV51563,3.0,0.0,0.0
PRV51551,1.0,0.0,1.0
PRV53774,1.0,0.0,0.0
PRV56137,1.0,0.0,0.0
PRV56170,2.0,0.0,0.0
PRV54313,5.0,0.0,1.0
PRV54301,1.0,0.0,0.0
PRV51338,1.0,1.0,0.0
PRV53186,2.0,0.0,0.0
PRV53150,2.0,0.0,0.0
PRV53124,3.0,0.0,2.0
PRV57602,4.0,0.0,0.0
PRV55227,7.0,0.0,0.0
PRV54106,2.0,0.0,0.0
PRV54071,1.0,0.0,2.0
PRV54328,4.0,0.0,0.0
PRV52202,3.0,0.0,0.0
PRV55909,3.0,0.0,2.0
PRV53988,1.0,0.0,0.0
PRV55007,1.0,0.0,0.0
PRV54585,5.0,0.0,0.0
PRV55091,2.0,0.0,0.0
PRV55745,1.0,0.0,0.0
PRV55012,2.0,0.0,1.0
PRV54291,2.0,0.0,0.0
PRV55505,1.0,0.0,1.0
PRV55480,2.0,0.0,0.0
PRV54308,3.0,0.0,0.0
PRV52500,2.0,0.0,1.0
PRV52497,2.0,1.0,0.0
PRV57618,1.0,0.0,0.0
PRV51404,2.0,0.0,0.0
PRV55556,1.0,0.0,2.0
PRV55463,4.0,0.0,2.0
PRV56701,4.0,0.0,0.0
PRV54459,3.0,0.0,0.0
PRV54442,3.0,0.0,0.0
PRV54451,3.0,0.0,0.0
PRV54456,4.0,0.0,0.0
PRV54634,6.0,0.0,0.0
PRV56980,1.0,0.0,0.0
PRV54865,1.0,0.0,0.0
PRV57386,1.0,0.0,0.0
PRV52095,2.0,0.0,0.0
PRV55441,4.0,0.0,0.0
PRV56060,1.0,0.0,0.0
PRV55002,2.0,0.0,0.0
PRV52773,1.0,0.0,0.0
PRV56010,1.0,0.0,0.0
PRV56001,1.0,0.0,0.0
PRV52046,3.0,0.0,0.0
PRV52760,1.0,0.0,0.0
PRV52836,1.0,0.0,0.0
PRV51186,1.0,0.0,0.0
PRV52918,3.0,0.0,0.0
PRV52820,2.0,0.0,1.0
PRV52891,1.0,0.0,0.0
PRV54689,1.0,0.0,0.0
PRV52514,1.0,0.0,0.0
PRV51995,3.0,0.0,0.0
PRV54287,2.0,0.0,0.0
PRV54269,4.0,0.0,0.0
PRV57184,2.0,0.0,1.0
PRV57236,1.0,0.0,0.0
PRV56400,2.0,1.0,0.0
PRV53313,1.0,0.0,0.0
PRV53154,4.0,0.0,0.0
PRV55114,1.0,0.0,0.0
PRV53613,2.0,0.0,0.0
PRV56089,1.0,0.0,0.0
PRV56090,3.0,0.0,0.0
PRV52427,3.0,0.0,1.0
PRV52432,4.0,0.0,0.0
PRV52319,3.0,0.0,0.0
PRV54039,1.0,0.0,0.0
PRV53925,1.0,0.0,0.0
PRV57205,6.0,0.0,1.0
PRV54765,2.0,1.0,1.0
PRV52348,2.0,0.0,1.0
PRV55638,1.0,0.0,0.0
PRV55958,1.0,0.0,1.0
PRV53544,1.0,0.0,0.0
PRV53989,1.0,0.0,1.0
PRV57433,1.0,0.0,0.0
PRV56522,2.0,0.0,0.0
PRV56530,1.0,0.0,0.0
PRV56531,1.0,0.0,0.0
PRV56037,1.0,0.0,0.0
PRV56113,1.0,0.0,0.0
PRV54783,2.0,0.0,0.0
PRV57543,4.0,1.0,0.0
PRV56412,2.0,0.0,1.0
PRV53462,2.0,0.0,0.0
PRV53766,3.0,0.0,0.0
PRV53928,2.0,0.0,0.0
PRV56708,1.0,0.0,0.0
PRV57597,1.0,0.0,1.0
PRV56310,1.0,0.0,0.0
PRV56308,1.0,0.0,0.0
PRV53293,6.0,0.0,0.0
PRV56441,1.0,0.0,0.0
PRV56414,4.0,0.0,0.0
PRV54656,5.0,0.0,0.0
PRV54006,2.0,0.0,0.0
PRV54024,2.0,0.0,0.0
PRV54486,3.0,0.0,0.0
PRV54362,6.0,0.0,0.0
PRV53021,1.0,1.0,0.0
PRV55679,2.0,0.0,0.0
PRV57447,1.0,0.0,0.0
PRV52184,1.0,0.0,0.0
PRV52140,1.0,0.0,0.0
PRV51544,3.0,0.0,0.0
PRV51388,2.0,0.0,0.0
PRV53641,5.0,0.0,0.0
PRV53646,5.0,0.0,0.0
PRV53642,5.0,0.0,0.0
PRV53649,5.0,0.0,0.0
PRV53645,5.0,0.0,0.0
PRV55309,1.0,0.0,1.0
PRV55344,1.0,0.0,1.0
PRV53128,2.0,0.0,1.0
PRV53214,2.0,0.0,0.0
PRV56478,4.0,0.0,0.0
PRV56935,1.0,0.0,0.0
PRV56988,1.0,0.0,0.0
PRV51539,3.0,1.0,3.0
PRV54469,2.0,0.0,0.0
PRV57500,4.0,0.0,0.0
PRV56184,2.0,0.0,0.0
PRV56193,2.0,0.0,0.0
PRV56194,2.0,0.0,0.0
PRV53915,1.0,0.0,0.0
PRV51547,2.0,0.0,0.0
PRV54970,5.0,0.0,1.0
PRV54916,6.0,0.0,0.0
PRV54072,4.0,0.0,0.0
PRV52916,4.0,0.0,0.0
PRV56375,1.0,0.0,0.0
PRV56257,2.0,1.0,2.0
PRV51742,3.0,0.0,0.0
PRV51750,2.0,0.0,0.0
PRV57186,2.0,0.0,0.0
PRV56276,1.0,0.0,1.0
PRV55560,4.0,0.0,0.0
PRV54392,4.0,0.0,0.0
PRV53974,4.0,0.0,0.0
PRV53965,4.0,0.0,1.0
PRV53875,4.0,0.0,0.0
PRV53926,3.0,0.0,0.0
PRV51478,2.0,0.0,0.0
PRV51870,4.0,0.0,1.0
PRV55970,4.0,0.0,0.0
PRV56357,2.0,0.0,0.0
PRV54610,1.0,0.0,0.0
PRV56675,1.0,0.0,0.0
PRV54300,4.0,0.0,0.0
PRV54304,3.0,0.0,0.0
PRV54302,3.0,0.0,0.0
PRV54305,3.0,0.0,0.0
PRV57527,3.0,1.0,0.0
PRV56489,2.0,0.0,0.0
PRV56073,1.0,0.0,0.0
PRV56087,1.0,0.0,0.0
PRV52107,1.0,0.0,0.0
PRV55786,2.0,0.0,0.0
PRV53661,1.0,0.0,0.0
PRV53633,1.0,0.0,0.0
PRV54182,1.0,0.0,0.0
PRV54184,1.0,0.0,0.0
PRV56115,1.0,0.0,0.0
PRV55902,1.0,0.0,0.0
PRV51405,2.0,0.0,1.0
PRV57283,1.0,0.0,0.0
PRV54166,1.0,0.0,0.0
PRV54348,5.0,0.0,0.0
PRV55425,2.0,0.0,0.0
PRV55424,1.0,0.0,0.0
PRV55925,2.0,0.0,0.0
PRV55896,1.0,1.0,1.0
PRV51495,1.0,1.0,0.0
PRV51474,3.0,0.0,0.0
PRV57610,1.0,0.0,0.0
PRV57131,1.0,0.0,0.0
PRV57121,1.0,0.0,0.0
PRV56723,1.0,0.0,0.0
PRV53873,5.0,0.0,0.0
PRV56579,1.0,0.0,0.0
PRV56677,1.0,0.0,0.0
PRV52237,1.0,0.0,0.0
PRV57315,1.0,0.0,0.0
PRV57647,3.0,0.0,0.0
PRV52517,3.0,0.0,0.0
PRV56062,1.0,0.0,0.0
PRV51185,1.0,0.0,0.0
PRV51169,2.0,0.0,0.0
PRV56198,1.0,0.0,0.0
PRV56187,1.0,0.0,0.0
PRV55521,1.0,0.0,2.0
PRV51935,2.0,0.0,0.0
PRV51929,1.0,0.0,1.0
PRV55003,3.0,0.0,0.0
PRV57544,2.0,0.0,0.0
PRV57613,1.0,0.0,0.0
PRV51112,1.0,0.0,0.0
PRV52863,3.0,0.0,0.0
PRV52912,1.0,0.0,0.0
PRV52342,4.0,0.0,1.0
PRV53044,6.0,0.0,1.0
PRV53057,1.0,0.0,0.0
PRV56238,1.0,0.0,0.0
PRV56026,2.0,0.0,0.0
PRV55916,3.0,0.0,0.0
PRV54027,4.0,0.0,1.0
PRV55881,1.0,0.0,0.0
PRV55882,1.0,0.0,1.0
PRV57151,3.0,0.0,0.0
PRV53206,1.0,0.0,0.0
PRV54714,1.0,0.0,0.0
PRV54715,1.0,0.0,0.0
PRV53261,2.0,0.0,0.0
PRV53258,3.0,0.0,0.0
PRV53265,3.0,1.0,0.0
PRV52777,2.0,0.0,0.0
PRV52770,2.0,0.0,0.0
PRV52766,3.0,0.0,0.0
PRV53387,2.0,0.0,1.0
PRV53444,5.0,0.0,0.0
PRV51502,3.0,0.0,0.0
PRV53277,2.0,1.0,0.0
PRV53818,1.0,0.0,0.0
PRV53015,1.0,0.0,0.0
PRV55353,5.0,0.0,0.0
PRV55348,5.0,0.0,0.0
PRV55325,5.0,0.0,0.0
PRV51947,2.0,0.0,0.0
PRV51944,3.0,0.0,1.0
PRV51796,1.0,0.0,0.0
PRV54271,3.0,0.0,0.0
PRV56267,2.0,0.0,0.0
PRV52162,3.0,0.0,0.0
PRV54763,1.0,0.0,0.0
PRV54753,1.0,0.0,0.0
PRV53383,1.0,0.0,0.0
PRV55211,4.0,0.0,0.0
PRV54357,3.0,0.0,0.0
PRV53034,1.0,0.0,0.0
PRV53017,3.0,0.0,0.0
PRV57679,2.0,0.0,0.0
PRV51718,2.0,0.0,0.0
PRV53741,2.0,0.0,0.0
PRV54123,3.0,0.0,0.0
PRV54171,4.0,0.0,0.0
PRV57694,1.0,0.0,1.0
PRV51245,3.0,0.0,1.0
PRV51273,2.0,0.0,2.0
PRV55624,1.0,0.0,0.0
PRV51439,3.0,0.0,0.0
PRV57540,2.0,0.0,0.0
PRV55446,2.0,0.0,1.0
PRV54704,2.0,0.0,1.0
PRV55582,3.0,0.0,0.0
PRV52893,1.0,0.0,2.0
PRV51360,1.0,0.0,0.0
PRV51494,2.0,0.0,0.0
PRV51856,4.0,0.0,1.0
PRV51837,3.0,0.0,0.0
PRV53175,1.0,0.0,0.0
PRV54727,2.0,0.0,0.0
PRV55355,4.0,0.0,0.0
PRV55602,1.0,0.0,0.0
PRV55564,1.0,0.0,0.0
PRV54710,1.0,0.0,0.0
PRV54430,3.0,0.0,0.0
PRV55625,1.0,0.0,1.0
PRV55644,3.0,0.0,0.0
PRV55460,2.0,0.0,0.0
PRV55474,5.0,0.0,0.0
PRV55699,2.0,0.0,0.0
PRV55984,2.0,0.0,0.0
PRV51027,2.0,0.0,0.0
PRV53572,2.0,0.0,0.0
PRV53421,2.0,1.0,0.0
PRV53491,1.0,0.0,0.0
PRV53357,1.0,0.0,0.0
PRV53351,1.0,0.0,0.0
PRV54192,2.0,0.0,0.0
PRV53073,4.0,0.0,0.0
PRV53069,5.0,0.0,0.0
PRV54535,2.0,0.0,0.0
PRV54554,1.0,0.0,0.0
PRV55939,2.0,0.0,0.0
PRV51867,1.0,0.0,0.0
PRV51842,3.0,1.0,2.0
PRV56252,2.0,0.0,0.0
PRV51379,1.0,0.0,0.0
PRV57197,1.0,0.0,0.0
PRV55261,1.0,0.0,0.0
PRV54363,4.0,0.0,0.0
PRV51282,2.0,0.0,0.0
PRV54508,3.0,0.0,0.0
PRV51276,3.0,0.0,0.0
PRV56658,3.0,0.0,0.0
PRV53525,1.0,0.0,0.0
PRV53588,1.0,0.0,0.0
PRV56363,2.0,0.0,0.0
PRV56385,2.0,0.0,0.0
PRV56346,3.0,0.0,0.0
PRV55993,1.0,0.0,0.0
PRV54986,2.0,1.0,2.0
PRV55291,3.0,0.0,0.0
PRV55273,4.0,0.0,0.0
PRV51299,1.0,0.0,0.0
PRV54452,2.0,0.0,0.0
PRV54983,2.0,0.0,0.0
PRV51129,2.0,0.0,1.0
PRV52508,3.0,0.0,1.0
PRV56833,3.0,0.0,0.0
PRV51987,2.0,0.0,0.0
PRV54377,2.0,0.0,0.0
PRV54431,5.0,0.0,0.0
PRV57546,1.0,0.0,0.0
PRV54918,5.0,1.0,0.0
PRV54927,1.0,0.0,0.0
PRV57187,4.0,0.0,1.0
PRV57241,2.0,0.0,0.0
PRV54033,4.0,0.0,0.0
PRV51105,1.0,0.0,0.0
PRV51047,1.0,0.0,0.0
PRV56447,4.0,1.0,2.0
PRV53715,1.0,0.0,0.0
PRV57502,4.0,1.0,1.0
PRV57536,1.0,0.0,0.0
PRV53735,3.0,0.0,0.0
PRV53730,3.0,0.0,0.0
PRV53734,3.0,0.0,0.0
PRV53728,3.0,0.0,0.0
PRV51327,1.0,0.0,0.0
PRV51255,3.0,0.0,0.0
PRV52772,1.0,0.0,0.0
PRV54925,5.0,1.0,0.0
PRV57179,3.0,1.0,0.0
PRV55555,2.0,0.0,0.0
PRV56177,1.0,0.0,0.0
PRV53586,1.0,0.0,1.0
PRV53560,1.0,0.0,0.0
PRV52372,2.0,0.0,1.0
PRV52350,3.0,0.0,1.0
PRV54780,2.0,0.0,0.0
PRV53025,2.0,0.0,0.0
PRV53274,2.0,0.0,1.0
PRV55764,3.0,0.0,0.0
PRV55729,2.0,0.0,0.0
PRV55741,2.0,0.0,0.0
PRV52838,1.0,0.0,0.0
PRV53779,2.0,0.0,0.0
PRV55584,2.0,0.0,0.0
PRV51290,4.0,0.0,1.0
PRV57182,2.0,0.0,1.0
PRV57233,1.0,0.0,0.0
PRV54863,2.0,0.0,0.0
PRV54867,2.0,0.0,1.0
PRV54158,1.0,0.0,0.0
PRV54102,2.0,0.0,0.0
PRV54448,3.0,0.0,0.0
PRV54455,2.0,0.0,0.0
PRV54441,2.0,0.0,0.0
PRV56681,2.0,0.0,0.0
PRV52917,2.0,0.0,1.0
PRV57752,3.0,0.0,0.0
PRV56996,3.0,0.0,0.0
PRV57747,3.0,0.0,0.0
PRV56933,3.0,0.0,0.0
PRV53004,1.0,0.0,0.0
PRV51475,2.0,0.0,0.0
PRV57732,1.0,0.0,0.0
PRV56813,2.0,0.0,1.0
PRV51142,1.0,0.0,0.0
PRV54049,1.0,0.0,0.0
PRV54571,3.0,0.0,1.0
PRV55235,3.0,0.0,0.0
PRV56169,2.0,0.0,0.0
PRV51504,2.0,0.0,0.0
PRV56554,3.0,0.0,0.0
PRV56553,3.0,0.0,0.0
PRV53694,2.0,0.0,0.0
PRV51469,1.0,0.0,0.0
PRV51641,1.0,0.0,0.0
PRV51263,3.0,1.0,0.0
PRV52717,1.0,0.0,1.0
PRV55054,3.0,0.0,0.0
PRV51588,1.0,0.0,0.0
PRV51213,1.0,0.0,0.0
PRV51215,1.0,0.0,0.0
PRV54832,2.0,1.0,0.0
PRV53835,1.0,0.0,0.0
PRV53842,1.0,0.0,0.0
PRV55880,2.0,0.0,0.0
PRV55877,2.0,0.0,0.0
PRV53210,3.0,0.0,0.0
PRV51894,2.0,0.0,0.0
PRV55688,3.0,0.0,0.0
PRV55740,2.0,0.0,0.0
PRV56884,5.0,0.0,0.0
PRV53309,4.0,0.0,0.0
PRV51542,1.0,1.0,0.0
PRV53780,1.0,0.0,0.0
PRV55785,1.0,0.0,0.0
PRV55782,1.0,0.0,0.0
PRV51247,2.0,0.0,0.0
PRV51313,1.0,0.0,0.0
PRV52468,1.0,0.0,0.0
PRV52261,2.0,0.0,0.0
PRV57496,2.0,0.0,0.0
PRV52071,1.0,0.0,2.0
PRV51206,2.0,0.0,0.0
PRV55995,2.0,0.0,0.0
PRV54356,5.0,0.0,0.0
PRV56845,3.0,0.0,0.0
PRV56944,1.0,0.0,0.0
PRV56366,1.0,0.0,0.0
PRV51949,2.0,0.0,0.0
PRV51943,1.0,0.0,0.0
PRV52532,1.0,0.0,0.0
PRV52539,1.0,0.0,0.0
PRV52643,1.0,0.0,0.0
PRV57261,1.0,0.0,0.0
PRV57277,1.0,0.0,0.0
PRV57710,1.0,0.0,0.0
PRV51093,2.0,0.0,0.0
PRV57311,2.0,0.0,0.0
PRV51035,2.0,0.0,0.0
PRV57165,4.0,0.0,0.0
PRV54517,2.0,0.0,0.0
PRV53340,1.0,0.0,1.0
PRV56211,2.0,0.0,0.0
PRV53393,1.0,0.0,0.0
PRV56317,2.0,0.0,0.0
PRV51060,2.0,0.0,1.0
PRV53788,1.0,0.0,1.0
PRV52785,1.0,0.0,0.0
PRV52764,2.0,0.0,0.0
PRV52055,2.0,0.0,0.0
PRV53787,2.0,1.0,1.0
PRV54683,3.0,0.0,0.0
PRV56512,1.0,0.0,0.0
PRV52024,1.0,0.0,0.0
PRV56283,1.0,0.0,0.0
PRV56394,1.0,0.0,0.0
PRV52383,3.0,1.0,0.0
PRV55620,1.0,0.0,0.0
PRV55623,1.0,0.0,0.0
PRV51529,2.0,0.0,0.0
PRV54904,1.0,0.0,0.0
PRV54361,2.0,1.0,0.0
PRV54696,2.0,0.0,0.0
PRV52904,1.0,0.0,0.0
PRV53062,1.0,0.0,0.0
PRV54785,1.0,0.0,0.0
PRV55870,3.0,0.0,0.0
PRV55851,2.0,0.0,0.0
PRV53912,4.0,0.0,0.0
PRV54112,2.0,0.0,0.0
PRV53182,2.0,0.0,0.0
PRV57250,1.0,0.0,0.0
PRV57244,1.0,0.0,0.0
PRV54873,1.0,0.0,0.0
PRV57407,1.0,0.0,1.0
PRV57467,1.0,0.0,0.0
PRV55063,2.0,0.0,0.0
PRV53409,2.0,0.0,0.0
PRV53321,2.0,0.0,0.0
PRV52565,1.0,0.0,0.0
PRV56427,2.0,0.0,0.0
PRV55225,2.0,1.0,0.0
PRV54240,2.0,0.0,0.0
PRV51458,2.0,0.0,1.0
PRV53054,2.0,0.0,0.0
PRV51058,2.0,0.0,0.0
PRV56380,1.0,0.0,0.0
PRV54096,1.0,0.0,0.0
PRV56828,2.0,0.0,2.0
PRV56715,1.0,0.0,0.0
PRV51593,3.0,1.0,0.0
PRV51558,1.0,0.0,0.0
PRV51176,1.0,0.0,3.0
PRV55044,1.0,0.0,0.0
PRV56731,2.0,1.0,0.0
PRV52300,3.0,0.0,0.0
PRV51070,1.0,0.0,0.0
PRV51029,1.0,0.0,0.0
PRV54212,1.0,0.0,0.0
PRV57162,2.0,1.0,0.0
PRV55650,1.0,0.0,0.0
PRV55655,1.0,0.0,0.0
PRV56826,2.0,0.0,0.0
PRV55805,1.0,0.0,0.0
PRV51523,2.0,0.0,1.0
PRV51614,4.0,1.0,0.0
PRV55936,2.0,0.0,0.0
PRV54917,1.0,0.0,0.0
PRV54341,4.0,0.0,1.0
PRV51877,1.0,0.0,0.0
PRV51898,1.0,0.0,1.0
PRV55930,1.0,0.0,1.0
PRV53765,1.0,0.0,0.0
PRV56077,1.0,0.0,0.0
PRV54416,5.0,0.0,0.0
PRV55802,1.0,0.0,0.0
PRV56484,1.0,0.0,0.0
PRV56718,2.0,0.0,0.0
PRV53733,1.0,0.0,0.0
PRV53726,1.0,0.0,0.0
PRV52340,1.0,1.0,7.0
PRV53173,5.0,0.0,0.0
PRV53235,1.0,0.0,0.0
PRV54894,2.0,1.0,1.0
PRV53502,1.0,0.0,0.0
PRV53419,1.0,0.0,0.0
PRV51267,2.0,0.0,0.0
PRV51241,1.0,0.0,1.0
PRV54686,1.0,0.0,0.0
PRV57149,1.0,0.0,0.0
PRV55589,1.0,0.0,0.0
PRV55972,1.0,0.0,1.0
PRV55946,2.0,0.0,0.0
PRV56149,1.0,0.0,0.0
PRV56176,1.0,0.0,0.0
PRV54587,1.0,0.0,0.0
PRV54601,2.0,0.0,0.0
PRV51277,2.0,0.0,0.0
PRV52336,2.0,0.0,0.0
PRV52504,2.0,1.0,0.0
PRV57405,2.0,0.0,1.0
PRV53820,1.0,0.0,0.0
PRV56765,2.0,0.0,0.0
PRV51872,4.0,0.0,0.0
PRV54568,2.0,0.0,0.0
PRV55726,1.0,0.0,1.0
PRV53116,1.0,0.0,0.0
PRV57504,2.0,0.0,0.0
PRV57520,1.0,0.0,0.0
PRV57150,2.0,0.0,1.0
PRV57701,1.0,0.0,0.0
PRV56722,2.0,0.0,0.0
PRV55271,1.0,0.0,0.0
PRV56976,2.0,0.0,0.0
PRV56953,1.0,0.0,0.0
PRV51476,1.0,0.0,0.0
PRV52513,3.0,0.0,0.0
PRV51675,3.0,0.0,0.0
PRV51304,3.0,0.0,1.0
PRV51922,1.0,0.0,0.0
PRV57495,1.0,1.0,0.0
PRV52914,2.0,0.0,2.0
PRV52526,2.0,0.0,0.0
PRV52510,2.0,0.0,0.0
PRV57183,2.0,0.0,0.0
PRV57449,3.0,0.0,0.0
PRV54630,1.0,0.0,0.0
PRV56293,2.0,0.0,0.0
PRV56301,2.0,0.0,0.0
PRV55451,2.0,0.0,0.0
PRV51862,2.0,0.0,0.0
PRV52576,1.0,0.0,0.0
PRV55938,2.0,0.0,0.0
PRV57452,2.0,0.0,0.0
PRV56027,1.0,0.0,0.0
PRV56618,2.0,0.0,2.0
PRV55112,1.0,0.0,0.0
PRV55767,1.0,0.0,0.0
PRV56392,3.0,1.0,0.0
PRV56391,3.0,0.0,0.0
PRV55576,2.0,0.0,0.0
PRV55618,2.0,0.0,0.0
PRV57623,1.0,0.0,0.0
PRV57624,1.0,0.0,0.0
PRV52390,2.0,0.0,0.0
PRV56212,1.0,0.0,0.0
PRV57601,1.0,0.0,1.0
PRV56206,1.0,0.0,1.0
PRV52555,1.0,0.0,0.0
PRV52825,2.0,0.0,0.0
PRV53272,3.0,0.0,0.0
PRV51536,4.0,0.0,0.0
PRV51897,1.0,0.0,0.0
PRV51859,2.0,0.0,0.0
PRV57127,1.0,0.0,0.0
PRV53346,1.0,0.0,0.0
PRV56759,2.0,0.0,0.0
PRV57731,1.0,0.0,0.0
PRV56379,2.0,0.0,0.0
PRV53067,2.0,0.0,0.0
PRV53009,1.0,0.0,0.0
PRV52251,2.0,0.0,0.0
