Provider,Phys_Count,Patient_Count,Norm_Patient_Count,Claim_Count,Norm_Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,Inpatient_Count,Outpatient_Count,Norm_Inpatient_Count,Norm_Outpatient_Count,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer_1,ChronicCond_Alzheimer_2,ChronicCond_KidneyDisease_1,ChronicCond_KidneyDisease_2,ChronicCond_Cancer_1,ChronicCond_Cancer_2,ChronicCond_ObstrPulmonary_1,ChronicCond_ObstrPulmonary_2,ChronicCond_Depression_1,ChronicCond_Depression_2,ChronicCond_Diabetes_1,ChronicCond_Diabetes_2,ChronicCond_IschemicHeart_1,ChronicCond_IschemicHeart_2,ChronicCond_Osteoporasis_1,ChronicCond_Osteoporasis_2,ChronicCond_rheumatoidarthritis_1,ChronicCond_rheumatoidarthritis_2,ChronicCond_stroke_1,ChronicCond_stroke_2,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount,FraudNeighbor_Count
PRV57350,11,41,3.73,46,4.18,Both_Service,1,0,0,9.0,37.0,0.2,0.8,0.0,0.0,0.5434782608695652,1765.9130434782608,70,15.0,26.0,39.0,1.0,1.0,0.0,17.0,24.0,17.0,24.0,5.0,36.0,17.0,24.0,15.0,26.0,27.0,14.0,31.0,10.0,14.0,27.0,10.0,31.0,4.0,37.0,No,0.0,0.0,0.0,0.0
PRV57351,13,32,2.46,34,2.62,Outpatient,0,0,1,0.0,34.0,0.0,1.0,0.0,0.0,0.8235294117647058,600.0,72,12.0,20.0,28.0,0.0,1.0,3.0,11.0,21.0,12.0,20.0,2.0,30.0,10.0,22.0,11.0,21.0,23.0,9.0,23.0,9.0,9.0,23.0,9.0,23.0,4.0,28.0,No,1.0,0.0,0.0,0.0
PRV57352,18,41,2.28,44,2.44,Both_Service,1,0,0,3.0,41.0,0.07,0.93,0.0,0.0,1.2272727272727273,643.2727272727273,74,18.0,23.0,40.0,0.0,1.0,0.0,12.0,29.0,17.0,24.0,5.0,36.0,10.0,31.0,11.0,30.0,29.0,12.0,30.0,11.0,10.0,31.0,15.0,26.0,2.0,39.0,No,0.0,0.0,0.0,0.0
PRV57354,11,21,1.91,22,2.0,Outpatient,0,0,1,0.0,22.0,0.0,1.0,0.0,0.0,1.6818181818181819,386.8181818181818,70,10.0,11.0,19.0,0.0,2.0,0.0,7.0,14.0,6.0,15.0,3.0,18.0,4.0,17.0,5.0,16.0,12.0,9.0,13.0,8.0,5.0,16.0,4.0,17.0,1.0,20.0,No,0.0,0.0,0.0,0.0
PRV57355,5,21,4.2,34,6.8,Outpatient,0,0,1,0.0,34.0,0.0,1.0,0.0,0.0,0.14705882352941177,483.2352941176471,72,11.0,10.0,18.0,1.0,2.0,0.0,9.0,12.0,8.0,13.0,1.0,20.0,7.0,14.0,9.0,12.0,13.0,8.0,15.0,6.0,6.0,15.0,5.0,16.0,0.0,21.0,No,0.0,0.0,0.0,0.0
PRV57356,23,25,1.09,67,2.91,Outpatient,0,0,1,0.0,67.0,0.0,1.0,0.0,0.0,3.2686567164179103,355.3731343283582,68,9.0,16.0,21.0,0.0,2.0,2.0,8.0,17.0,5.0,20.0,2.0,23.0,6.0,19.0,7.0,18.0,15.0,10.0,19.0,6.0,6.0,19.0,7.0,18.0,2.0,23.0,No,2.0,0.0,0.0,0.0
PRV57357,2,13,6.5,16,8.0,Both_Service,1,0,0,15.0,1.0,0.94,0.06,0.0,0.0,4.0625,8170.0,77,7.0,6.0,12.0,0.0,1.0,0.0,7.0,6.0,8.0,5.0,4.0,9.0,9.0,4.0,8.0,5.0,9.0,4.0,12.0,1.0,7.0,6.0,4.0,9.0,1.0,12.0,No,0.0,0.0,0.0,0.0
PRV57358,1,32,32.0,77,77.0,Outpatient,0,0,1,0.0,77.0,0.0,1.0,0.0,0.0,0.974025974025974,159.74025974025975,74,13.0,19.0,30.0,1.0,1.0,0.0,12.0,20.0,11.0,21.0,4.0,28.0,9.0,23.0,10.0,22.0,23.0,9.0,26.0,6.0,9.0,23.0,10.0,22.0,3.0,29.0,No,0.0,0.0,0.0,0.0
PRV57359,1,67,67.0,102,102.0,Outpatient,0,0,1,0.0,102.0,0.0,1.0,0.0,0.0,1.7647058823529411,339.11764705882354,74,27.0,40.0,63.0,1.0,2.0,1.0,20.0,47.0,18.0,49.0,15.0,52.0,13.0,54.0,30.0,37.0,42.0,25.0,56.0,11.0,20.0,47.0,18.0,49.0,5.0,62.0,No,1.0,0.0,0.0,0.0
PRV57361,6,32,5.33,60,10.0,Outpatient,0,0,1,0.0,60.0,0.0,1.0,0.0,0.0,2.5166666666666666,314.1666666666667,73,14.0,18.0,27.0,2.0,3.0,0.0,8.0,24.0,12.0,20.0,4.0,28.0,9.0,23.0,15.0,17.0,16.0,16.0,23.0,9.0,8.0,24.0,10.0,22.0,2.0,30.0,No,0.0,0.0,0.0,0.0
PRV57363,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,220.0,73,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV57364,6,9,1.5,10,1.67,Both_Service,1,0,0,3.0,7.0,0.3,0.7,0.0,0.0,1.4,4585.4,71,3.0,6.0,8.0,1.0,0.0,0.0,3.0,6.0,4.0,5.0,1.0,8.0,0.0,9.0,6.0,3.0,7.0,2.0,8.0,1.0,4.0,5.0,3.0,6.0,2.0,7.0,No,0.0,0.0,0.0,0.0
PRV57365,10,84,8.4,183,18.3,Outpatient,0,0,1,0.0,183.0,0.0,1.0,0.0,0.0,2.1311475409836067,315.57377049180326,72,39.0,45.0,70.0,2.0,12.0,0.0,31.0,53.0,28.0,56.0,4.0,80.0,14.0,70.0,29.0,55.0,44.0,40.0,59.0,25.0,21.0,63.0,23.0,61.0,8.0,76.0,No,2.0,0.0,1.0,0.0
PRV57366,6,7,1.17,12,2.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,0.0,413.3333333333333,74,0.0,7.0,7.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,6.0,7.0,0.0,6.0,1.0,5.0,2.0,2.0,5.0,1.0,6.0,No,1.0,0.0,1.0,0.0
PRV57367,4,8,2.0,11,2.75,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,1.9090909090909092,740.9090909090909,76,3.0,5.0,8.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,0.0,8.0,1.0,7.0,2.0,6.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,7.0,1.0,7.0,No,0.0,0.0,0.0,0.0
PRV57368,4,22,5.5,22,5.5,Outpatient,0,0,1,0.0,22.0,0.0,1.0,0.0,0.0,0.0,159.0909090909091,71,11.0,11.0,22.0,0.0,0.0,0.0,3.0,19.0,8.0,14.0,1.0,21.0,7.0,15.0,3.0,19.0,14.0,8.0,16.0,6.0,9.0,13.0,6.0,16.0,2.0,20.0,No,0.0,0.0,1.0,0.0
PRV57369,18,27,1.5,28,1.56,Both_Service,1,0,0,11.0,17.0,0.39,0.61,0.0,0.0,1.9285714285714286,4689.214285714285,71,13.0,14.0,24.0,1.0,1.0,1.0,9.0,18.0,10.0,17.0,6.0,21.0,7.0,20.0,8.0,19.0,20.0,7.0,19.0,8.0,9.0,18.0,5.0,22.0,0.0,27.0,No,5.0,1.0,0.0,1.0
PRV57371,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,70.0,68,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV57372,7,28,4.0,32,4.57,Both_Service,1,0,0,15.0,17.0,0.47,0.53,0.0,0.0,3.96875,4374.0625,70,10.0,18.0,25.0,1.0,1.0,1.0,17.0,11.0,8.0,20.0,5.0,23.0,10.0,18.0,13.0,15.0,20.0,8.0,24.0,4.0,11.0,17.0,9.0,19.0,1.0,27.0,No,0.0,0.0,0.0,0.0
PRV57373,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,400.0,69,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV57374,5,5,1.0,6,1.2,Outpatient,0,0,1,0.0,6.0,0.0,1.0,0.0,0.0,3.3333333333333335,133.33333333333334,73,0.0,5.0,4.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,0.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,No,3.0,1.0,0.0,1.0
PRV57375,10,35,3.5,81,8.1,Both_Service,1,0,0,6.0,75.0,0.07,0.93,0.0,0.0,1.4074074074074074,972.6913580246913,71,19.0,16.0,30.0,3.0,2.0,0.0,13.0,22.0,12.0,23.0,1.0,34.0,10.0,25.0,18.0,17.0,24.0,11.0,27.0,8.0,11.0,24.0,9.0,26.0,3.0,32.0,No,2.0,0.0,0.0,0.0
PRV57376,7,18,2.57,20,2.86,Outpatient,0,0,1,0.0,20.0,0.0,1.0,0.0,0.0,0.6,253.0,67,10.0,8.0,14.0,2.0,1.0,1.0,4.0,14.0,6.0,12.0,0.0,18.0,11.0,7.0,6.0,12.0,10.0,8.0,14.0,4.0,8.0,10.0,5.0,13.0,2.0,16.0,No,2.0,0.0,0.0,0.0
PRV57378,11,29,2.64,35,3.18,Outpatient,0,0,1,0.0,35.0,0.0,1.0,0.0,0.0,1.0571428571428572,197.14285714285714,72,11.0,18.0,27.0,1.0,1.0,0.0,14.0,15.0,10.0,19.0,3.0,26.0,10.0,19.0,15.0,14.0,18.0,11.0,24.0,5.0,5.0,24.0,11.0,18.0,0.0,29.0,No,0.0,0.0,0.0,0.0
PRV57379,11,26,2.36,28,2.55,Both_Service,1,0,0,3.0,25.0,0.11,0.89,0.0,0.0,3.5357142857142856,2128.0,68,9.0,17.0,24.0,0.0,1.0,1.0,8.0,18.0,14.0,12.0,5.0,21.0,8.0,18.0,14.0,12.0,19.0,7.0,17.0,9.0,6.0,20.0,6.0,20.0,1.0,25.0,No,0.0,0.0,0.0,0.0
PRV57380,7,64,9.14,87,12.43,Outpatient,0,0,1,0.0,87.0,0.0,1.0,0.0,0.0,1.3333333333333333,266.7816091954023,73,23.0,41.0,55.0,0.0,7.0,2.0,25.0,39.0,21.0,43.0,10.0,54.0,16.0,48.0,25.0,39.0,40.0,24.0,46.0,18.0,17.0,47.0,24.0,40.0,8.0,56.0,No,0.0,0.0,0.0,0.0
PRV57381,2,12,6.0,49,24.5,Outpatient,0,0,1,0.0,49.0,0.0,1.0,2.0,0.04,3.0816326530612246,382.44897959183675,77,6.0,6.0,11.0,0.0,0.0,1.0,1.0,11.0,3.0,9.0,3.0,9.0,3.0,9.0,2.0,10.0,8.0,4.0,11.0,1.0,4.0,8.0,2.0,10.0,1.0,11.0,No,0.0,0.0,0.0,0.0
PRV57382,17,45,2.65,79,4.65,Both_Service,1,0,0,5.0,74.0,0.06,0.94,0.0,0.0,1.0759493670886076,1320.9113924050632,74,19.0,26.0,40.0,3.0,2.0,0.0,16.0,29.0,15.0,30.0,4.0,41.0,10.0,35.0,16.0,29.0,30.0,15.0,34.0,11.0,10.0,35.0,14.0,31.0,2.0,43.0,No,0.0,0.0,1.0,0.0
PRV57385,2,41,20.5,90,45.0,Outpatient,0,0,1,0.0,90.0,0.0,1.0,0.0,0.0,0.6222222222222222,246.44444444444446,70,24.0,17.0,39.0,1.0,0.0,1.0,15.0,26.0,10.0,31.0,5.0,36.0,10.0,31.0,15.0,26.0,26.0,15.0,30.0,11.0,13.0,28.0,11.0,30.0,1.0,40.0,No,1.0,0.0,0.0,0.0
PRV57386,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,300.0,72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,1.0,0.0,0.0,0.0
PRV57388,3,7,2.33,9,3.0,Outpatient,0,0,1,0.0,9.0,0.0,1.0,0.0,0.0,2.3333333333333335,195.55555555555554,74,0.0,7.0,7.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,3.0,4.0,2.0,5.0,1.0,6.0,4.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,0.0,7.0,No,0.0,0.0,0.0,0.0
PRV57389,2,4,2.0,6,3.0,Outpatient,0,0,1,0.0,6.0,0.0,1.0,0.0,0.0,0.0,635.0,75,0.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,4.0,3.0,1.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,4.0,No,0.0,0.0,0.0,0.0
PRV57390,1,42,42.0,55,55.0,Outpatient,0,0,1,0.0,55.0,0.0,1.0,0.0,0.0,0.16363636363636364,200.54545454545453,73,20.0,22.0,38.0,2.0,2.0,0.0,19.0,23.0,14.0,28.0,5.0,37.0,12.0,30.0,16.0,26.0,28.0,14.0,33.0,9.0,13.0,29.0,7.0,35.0,4.0,38.0,No,0.0,0.0,0.0,0.0
PRV57391,1,13,13.0,19,19.0,Outpatient,0,0,1,0.0,19.0,0.0,1.0,0.0,0.0,1.3157894736842106,251.57894736842104,74,6.0,7.0,9.0,1.0,2.0,1.0,2.0,11.0,7.0,6.0,1.0,12.0,4.0,9.0,6.0,7.0,6.0,7.0,10.0,3.0,5.0,8.0,5.0,8.0,1.0,12.0,No,0.0,0.0,0.0,0.0
PRV57392,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,35.0,76,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,No,1.0,0.0,0.0,0.0
PRV57393,2,5,2.5,5,2.5,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,560.0,74,4.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV57394,5,15,3.0,16,3.2,Outpatient,0,0,1,0.0,16.0,0.0,1.0,0.0,0.0,3.8125,414.375,70,6.0,9.0,13.0,1.0,1.0,0.0,3.0,12.0,6.0,9.0,4.0,11.0,3.0,12.0,7.0,8.0,9.0,6.0,10.0,5.0,3.0,12.0,5.0,10.0,1.0,14.0,No,1.0,0.0,0.0,0.0
PRV57396,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,65,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,No,0.0,0.0,0.0,0.0
PRV57397,1,7,7.0,7,7.0,Inpatient,0,1,0,7.0,0.0,1.0,0.0,0.0,0.0,2.7142857142857144,10353.714285714286,72,4.0,3.0,6.0,0.0,1.0,0.0,1.0,6.0,2.0,5.0,1.0,6.0,3.0,4.0,5.0,2.0,7.0,0.0,6.0,1.0,1.0,6.0,2.0,5.0,0.0,7.0,No,0.0,0.0,0.0,0.0
PRV57398,1,3,3.0,3,3.0,Inpatient,0,1,0,3.0,0.0,1.0,0.0,0.0,0.0,2.6666666666666665,17934.666666666668,55,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,No,0.0,0.0,0.0,0.0
PRV57399,1,1,1.0,1,1.0,Inpatient,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,58068.0,57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV57400,3,6,2.0,8,2.67,Inpatient,0,1,0,8.0,0.0,1.0,0.0,0.0,0.0,4.125,9443.0,74,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,6.0,0.0,5.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,No,0.0,0.0,0.0,0.0
PRV57401,1,8,8.0,8,8.0,Inpatient,0,1,0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,9193.0,75,2.0,6.0,7.0,0.0,1.0,0.0,5.0,3.0,3.0,5.0,0.0,8.0,3.0,5.0,3.0,5.0,7.0,1.0,8.0,0.0,3.0,5.0,3.0,5.0,2.0,6.0,No,1.0,1.0,0.0,1.0
PRV57402,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,70,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV57403,5,13,2.6,15,3.0,Inpatient,0,1,0,15.0,0.0,1.0,0.0,0.0,0.0,7.466666666666667,12534.666666666666,72,8.0,5.0,12.0,1.0,0.0,0.0,7.0,6.0,6.0,7.0,2.0,11.0,6.0,7.0,8.0,5.0,10.0,3.0,12.0,1.0,2.0,11.0,6.0,7.0,3.0,10.0,No,0.0,0.0,0.0,0.0
PRV57404,28,43,1.54,46,1.64,Both_Service,1,0,0,9.0,37.0,0.2,0.8,0.0,0.0,1.673913043478261,1801.8260869565217,69,13.0,30.0,40.0,3.0,0.0,0.0,13.0,30.0,24.0,19.0,6.0,37.0,16.0,27.0,21.0,22.0,31.0,12.0,27.0,16.0,11.0,32.0,10.0,33.0,8.0,35.0,No,6.0,1.0,0.0,1.0
PRV57405,23,27,1.17,32,1.39,Outpatient,0,0,1,0.0,32.0,0.0,1.0,0.0,0.0,0.9375,180.9375,75,9.0,18.0,27.0,0.0,0.0,0.0,10.0,17.0,8.0,19.0,6.0,21.0,7.0,20.0,12.0,15.0,16.0,11.0,22.0,5.0,6.0,21.0,6.0,21.0,1.0,26.0,No,2.0,1.0,1.0,1.0
PRV57406,18,58,3.22,68,3.78,Both_Service,1,0,0,46.0,22.0,0.68,0.32,0.0,0.0,3.6323529411764706,8140.0,73,23.0,35.0,55.0,3.0,0.0,0.0,28.0,30.0,30.0,28.0,10.0,48.0,23.0,35.0,25.0,33.0,46.0,12.0,48.0,10.0,20.0,38.0,23.0,35.0,6.0,52.0,No,5.0,0.0,0.0,0.0
PRV57407,18,103,5.72,217,12.06,Outpatient,0,0,1,0.0,217.0,0.0,1.0,0.0,0.0,1.8709677419354838,292.71889400921657,70,46.0,57.0,95.0,7.0,0.0,1.0,32.0,71.0,32.0,71.0,14.0,89.0,23.0,80.0,35.0,68.0,61.0,42.0,63.0,40.0,33.0,70.0,27.0,76.0,6.0,97.0,No,1.0,0.0,1.0,0.0
PRV57408,42,50,1.19,55,1.31,Outpatient,0,0,1,0.0,55.0,0.0,1.0,0.0,0.0,0.6363636363636364,159.27272727272728,74,21.0,29.0,46.0,4.0,0.0,0.0,19.0,31.0,23.0,27.0,5.0,45.0,12.0,38.0,23.0,27.0,33.0,17.0,40.0,10.0,18.0,32.0,17.0,33.0,5.0,45.0,No,3.0,1.0,0.0,1.0
PRV57409,40,64,1.6,71,1.78,Both_Service,1,0,0,24.0,47.0,0.34,0.66,2.0,0.03,3.140845070422535,3440.169014084507,70,26.0,38.0,58.0,5.0,0.0,1.0,25.0,39.0,34.0,30.0,10.0,54.0,19.0,45.0,21.0,43.0,40.0,24.0,44.0,20.0,17.0,47.0,16.0,48.0,8.0,56.0,Yes,6.0,0.0,0.0,0.0
PRV57410,20,125,6.25,241,12.05,Outpatient,0,0,1,0.0,241.0,0.0,1.0,0.0,0.0,1.1369294605809128,241.74273858921163,70,59.0,66.0,123.0,1.0,1.0,0.0,46.0,79.0,41.0,84.0,19.0,106.0,36.0,89.0,46.0,79.0,80.0,45.0,92.0,33.0,42.0,83.0,39.0,86.0,10.0,115.0,No,1.0,1.0,2.0,1.0
PRV57411,22,27,1.23,29,1.32,Outpatient,0,0,1,0.0,29.0,0.0,1.0,0.0,0.0,2.103448275862069,302.41379310344826,72,8.0,19.0,24.0,3.0,0.0,0.0,6.0,21.0,6.0,21.0,3.0,24.0,6.0,21.0,14.0,13.0,14.0,13.0,19.0,8.0,8.0,19.0,7.0,20.0,2.0,25.0,No,3.0,0.0,0.0,0.0
PRV57412,34,107,3.15,298,8.76,Both_Service,1,0,0,9.0,289.0,0.03,0.97,0.0,0.0,1.74496644295302,541.1812080536913,70,47.0,60.0,95.0,10.0,2.0,0.0,40.0,67.0,36.0,71.0,14.0,93.0,33.0,74.0,37.0,70.0,69.0,38.0,76.0,31.0,21.0,86.0,26.0,81.0,14.0,93.0,No,1.0,0.0,1.0,0.0
PRV57413,4,31,7.75,52,13.0,Outpatient,0,0,1,0.0,52.0,0.0,1.0,0.0,0.0,0.5384615384615384,348.0769230769231,66,14.0,17.0,30.0,1.0,0.0,0.0,15.0,16.0,12.0,19.0,3.0,28.0,13.0,18.0,17.0,14.0,20.0,11.0,25.0,6.0,12.0,19.0,8.0,23.0,0.0,31.0,No,0.0,0.0,0.0,0.0
PRV57414,19,25,1.32,28,1.47,Both_Service,1,0,0,18.0,10.0,0.64,0.36,0.0,0.0,4.571428571428571,8381.57142857143,74,16.0,9.0,24.0,1.0,0.0,0.0,15.0,10.0,13.0,12.0,1.0,24.0,8.0,17.0,14.0,11.0,20.0,5.0,21.0,4.0,8.0,17.0,8.0,17.0,4.0,21.0,No,2.0,0.0,0.0,0.0
PRV57415,9,41,4.56,86,9.56,Outpatient,0,0,1,0.0,86.0,0.0,1.0,0.0,0.0,2.4069767441860463,459.4186046511628,69,18.0,23.0,39.0,2.0,0.0,0.0,15.0,26.0,14.0,27.0,1.0,40.0,9.0,32.0,18.0,23.0,27.0,14.0,27.0,14.0,12.0,29.0,11.0,30.0,4.0,37.0,No,4.0,0.0,0.0,0.0
PRV57416,5,6,1.2,7,1.4,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,0.0,171.42857142857142,69,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,5.0,No,1.0,0.0,0.0,0.0
PRV57417,6,9,1.5,9,1.5,Outpatient,0,0,1,0.0,9.0,0.0,1.0,0.0,0.0,0.0,291.1111111111111,74,4.0,5.0,9.0,0.0,0.0,0.0,3.0,6.0,3.0,6.0,1.0,8.0,4.0,5.0,4.0,5.0,3.0,6.0,6.0,3.0,4.0,5.0,1.0,8.0,0.0,9.0,No,0.0,0.0,0.0,0.0
PRV57419,8,17,2.12,17,2.12,Outpatient,0,0,1,0.0,17.0,0.0,1.0,0.0,0.0,1.1764705882352942,294.11764705882354,66,10.0,7.0,17.0,0.0,0.0,0.0,6.0,11.0,6.0,11.0,0.0,17.0,6.0,11.0,9.0,8.0,12.0,5.0,12.0,5.0,5.0,12.0,5.0,12.0,0.0,17.0,No,2.0,1.0,0.0,1.0
PRV57421,22,33,1.5,35,1.59,Outpatient,0,0,1,0.0,35.0,0.0,1.0,0.0,0.0,0.9714285714285714,240.85714285714286,73,11.0,22.0,33.0,0.0,0.0,0.0,15.0,18.0,15.0,18.0,7.0,26.0,11.0,22.0,16.0,17.0,29.0,4.0,23.0,10.0,12.0,21.0,14.0,19.0,4.0,29.0,No,4.0,0.0,0.0,0.0
PRV57422,10,60,6.0,104,10.4,Outpatient,0,0,1,0.0,104.0,0.0,1.0,0.0,0.0,1.2596153846153846,327.21153846153845,73,22.0,38.0,59.0,1.0,0.0,0.0,19.0,41.0,28.0,32.0,4.0,56.0,10.0,50.0,21.0,39.0,37.0,23.0,43.0,17.0,14.0,46.0,19.0,41.0,5.0,55.0,No,0.0,0.0,1.0,0.0
PRV57423,21,41,1.95,47,2.24,Outpatient,0,0,1,0.0,47.0,0.0,1.0,0.0,0.0,3.5106382978723403,461.70212765957444,73,15.0,26.0,39.0,1.0,1.0,0.0,19.0,22.0,12.0,29.0,3.0,38.0,12.0,29.0,20.0,21.0,26.0,15.0,30.0,11.0,13.0,28.0,11.0,30.0,6.0,35.0,No,1.0,0.0,0.0,0.0
PRV57424,15,28,1.87,38,2.53,Outpatient,0,0,1,0.0,38.0,0.0,1.0,0.0,0.0,3.210526315789474,312.89473684210526,67,11.0,17.0,27.0,1.0,0.0,0.0,10.0,18.0,11.0,17.0,4.0,24.0,12.0,16.0,12.0,16.0,20.0,8.0,24.0,4.0,7.0,21.0,7.0,21.0,2.0,26.0,No,5.0,1.0,0.0,1.0
PRV57425,40,101,2.52,124,3.1,Both_Service,1,0,0,32.0,92.0,0.26,0.74,0.0,0.0,2.75,3055.2258064516127,70,42.0,59.0,92.0,8.0,0.0,1.0,41.0,60.0,39.0,62.0,15.0,86.0,35.0,66.0,50.0,51.0,71.0,30.0,75.0,26.0,32.0,69.0,32.0,69.0,14.0,87.0,Yes,6.0,0.0,1.0,0.0
PRV57426,19,33,1.74,60,3.16,Outpatient,0,0,1,0.0,60.0,0.0,1.0,0.0,0.0,0.36666666666666664,272.6666666666667,72,18.0,15.0,33.0,0.0,0.0,0.0,10.0,23.0,18.0,15.0,6.0,27.0,8.0,25.0,15.0,18.0,27.0,6.0,24.0,9.0,8.0,25.0,9.0,24.0,4.0,29.0,No,0.0,0.0,0.0,0.0
PRV57427,18,27,1.5,30,1.67,Both_Service,1,0,0,14.0,16.0,0.47,0.53,0.0,0.0,3.1,4284.733333333334,74,8.0,19.0,26.0,1.0,0.0,0.0,12.0,15.0,8.0,19.0,4.0,23.0,12.0,15.0,20.0,7.0,22.0,5.0,21.0,6.0,11.0,16.0,12.0,15.0,2.0,25.0,No,3.0,1.0,0.0,1.0
PRV57429,44,80,1.82,154,3.5,Outpatient,0,0,1,0.0,154.0,0.0,1.0,0.0,0.0,1.7792207792207793,273.1818181818182,72,33.0,47.0,78.0,1.0,0.0,1.0,33.0,47.0,36.0,44.0,10.0,70.0,21.0,59.0,33.0,47.0,57.0,23.0,59.0,21.0,23.0,57.0,26.0,54.0,6.0,74.0,No,2.0,1.0,1.0,1.0
PRV57431,8,19,2.38,24,3.0,Outpatient,0,0,1,0.0,24.0,0.0,1.0,0.0,0.0,1.7083333333333333,566.6666666666666,74,8.0,11.0,17.0,2.0,0.0,0.0,9.0,10.0,4.0,15.0,1.0,18.0,6.0,13.0,9.0,10.0,13.0,6.0,14.0,5.0,4.0,15.0,3.0,16.0,2.0,17.0,No,0.0,0.0,0.0,0.0
